record_id,item_id,item,funder_id,funder,fit,reason,source_ids,evidence_label,confidence,demand_evidence_type,notes
FFT-084,TPP-07,Precision-fermented specialty protein,F03,Good Food Institute (Research Grant Program),partial,"Cost, scale-up and functionality research fits in principle; programme closed with no reopening date.",AFN-08; AFN-09; target_product_profiles.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-085,TPP-08,"Export private-label plant foods (EU, UK)",F03,Good Food Institute (Research Grant Program),outside remit,Not an open-access supply-side research topic; programme closed with no reopening date.,AFN-08; AFN-09; target_product_profiles.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-086,TPP-09,Diaspora protein-upgraded chay,F03,Good Food Institute (Research Grant Program),outside remit,Not an open-access supply-side research topic; programme closed with no reopening date.,AFN-08; AFN-09; target_product_profiles.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-087,TPP-10,Cultivated meat or seafood,F03,Good Food Institute (Research Grant Program),fits,Cell-line research funded in 2025; programme now closed.,AFN-08; AFN-09; target_product_profiles.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-088,DMV-01,Chay-day question in a probability survey,F04,Bezos Centre for Sustainable Protein at NUS (Bezos Earth Fund),outside remit,A research centre and startup prize; not a funder of Vietnamese policy or market measurement.,AFN-15; AFN-16; AFN-17; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-089,DMV-02,"Declaration-level customs analysis (food vs feed, named buyers)",F04,Bezos Centre for Sustainable Protein at NUS (Bezos Earth Fund),outside remit,A research centre and startup prize; not a funder of Vietnamese policy or market measurement.,AFN-15; AFN-16; AFN-17; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-090,DMV-03,Vietnamese sensory and choice-test capacity,F04,Bezos Centre for Sustainable Protein at NUS (Bezos Earth Fund),fits,Consumer acceptance is one of its research platforms; co-run tests in Vietnamese formats with a Vietnamese institute.,AFN-15; AFN-16; AFN-17; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-091,DMV-04,Randomised label and name test,F04,Bezos Centre for Sustainable Protein at NUS (Bezos Earth Fund),fits,Consumer acceptance is one of its research platforms; co-run tests in Vietnamese formats with a Vietnamese institute.,AFN-15; AFN-16; AFN-17; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-092,DMV-05,Canteen trial with one large caterer (chay days or protein extender),F04,Bezos Centre for Sustainable Protein at NUS (Bezos Earth Fund),partial,Hybrid acceptance and nutrition in Asian populations fit as research; a menu programme does not.,AFN-15; AFN-16; AFN-17; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-093,DMV-06,In-store test of protein-upgraded chay in 20 minimarts,F04,Bezos Centre for Sustainable Protein at NUS (Bezos Earth Fund),outside remit,A research centre and startup prize; not a funder of Vietnamese policy or market measurement.,AFN-15; AFN-16; AFN-17; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-094,DMV-07,Chay composition and authenticity survey,F04,Bezos Centre for Sustainable Protein at NUS (Bezos Earth Fund),partial,Safety and nutrition platforms are adjacent to chay composition work.,AFN-15; AFN-16; AFN-17; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-095,DMV-08,Standing panel of research and procurement buyers,F04,Bezos Centre for Sustainable Protein at NUS (Bezos Earth Fund),outside remit,A research centre and startup prize; not a funder of Vietnamese policy or market measurement.,AFN-15; AFN-16; AFN-17; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-096,DMV-09,Share of meat eaten as processed products,F04,Bezos Centre for Sustainable Protein at NUS (Bezos Earth Fund),outside remit,A research centre and startup prize; not a funder of Vietnamese policy or market measurement.,AFN-15; AFN-16; AFN-17; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-097,DMV-10,Nha Trang hotel and menu audit,F04,Bezos Centre for Sustainable Protein at NUS (Bezos Earth Fund),outside remit,A research centre and startup prize; not a funder of Vietnamese policy or market measurement.,AFN-15; AFN-16; AFN-17; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-098,DMV-11,Survey of EU and UK private-label and seafood buyers,F04,Bezos Centre for Sustainable Protein at NUS (Bezos Earth Fund),outside remit,A research centre and startup prize; not a funder of Vietnamese policy or market measurement.,AFN-15; AFN-16; AFN-17; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-099,DMV-12,Feed carbon-footprint benchmark for shrimp and pangasius feed,F04,Bezos Centre for Sustainable Protein at NUS (Bezos Earth Fund),outside remit,A research centre and startup prize; not a funder of Vietnamese policy or market measurement.,AFN-15; AFN-16; AFN-17; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-100,DMV-13,Define chay and vegetarian claims (TCVN 13625),F04,Bezos Centre for Sustainable Protein at NUS (Bezos Earth Fund),outside remit,A research centre and startup prize; not a funder of Vietnamese policy or market measurement.,AFN-15; AFN-16; AFN-17; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-101,DMV-14,Honest percentage labelling of blended meat,F04,Bezos Centre for Sustainable Protein at NUS (Bezos Earth Fund),outside remit,A research centre and startup prize; not a funder of Vietnamese policy or market measurement.,AFN-15; AFN-16; AFN-17; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-102,DMV-15,Neutral naming guidance avoiding nhan tao,F04,Bezos Centre for Sustainable Protein at NUS (Bezos Earth Fund),outside remit,A research centre and startup prize; not a funder of Vietnamese policy or market measurement.,AFN-15; AFN-16; AFN-17; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-103,DMV-16,GMO declaration status of purified precision-fermented proteins,F04,Bezos Centre for Sustainable Protein at NUS (Bezos Earth Fund),outside remit,A research centre and startup prize; not a funder of Vietnamese policy or market measurement.,AFN-15; AFN-16; AFN-17; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-104,DMV-17,Public-meal protein guidance on quality and cost; Dispatch 64 supplier documents,F04,Bezos Centre for Sustainable Protein at NUS (Bezos Earth Fund),partial,Protein-quality evidence for Asian populations could support a protein-quality basis for public meals.,AFN-15; AFN-16; AFN-17; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-105,DMV-18,Eight-digit customs subheadings for plant proteins,F04,Bezos Centre for Sustainable Protein at NUS (Bezos Earth Fund),outside remit,A research centre and startup prize; not a funder of Vietnamese policy or market measurement.,AFN-15; AFN-16; AFN-17; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-106,DMV-19,"Use and protect EU, UK and Japanese tariff preferences",F04,Bezos Centre for Sustainable Protein at NUS (Bezos Earth Fund),outside remit,A research centre and startup prize; not a funder of Vietnamese policy or market measurement.,AFN-15; AFN-16; AFN-17; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-107,TPP-01,Domestic textured soy or soy-gluten protein,F04,Bezos Centre for Sustainable Protein at NUS (Bezos Earth Fund),partial,"Plant and fermentation proteins are research areas (a tofu by-product project exists); product scale-up is for the prize, which needs TRL 7 to 9 and no Vietnamese candidate was found.",AFN-15; AFN-16; AFN-17; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
