dg_id,topic,claim_a,claim_b,position_taken,from_note,notes
DG-337,Taiwanese fake-chay figures relayed in Vietnam,VietNamNet 2015: 70% (15 of 21) of Taiwanese imitation-meat samples contained animal products [TRU-01],Same article: Taiwan FDA found labelled packs mostly compliant and 4 of 15 loose samples with pork or chicken [TRU-01],Do not use either figure for Vietnam; they show only that the story circulated,working-papers/wave9/lines/L1-fillers-trust/L1-fillers-trust.md,"Version 0.4 (wave9, actor check and expansion). Original Taiwanese sources not traced"
DG-338,First fine-emulsion format for the TPP-03 test,"W8-L6: one fine emulsion, giò lụa or xúc xích, plus one coarse format","This line: industrial xúc xích, not giò lụa, because giò lụa's public quality test is the absence of starch and 2019 extension was read as cheating [TRU-02; TRU-03; TRU-27]",Xúc xích first; giò lụa only after a label test,working-papers/wave9/lines/L1-fillers-trust/L1-fillers-trust.md,"Version 0.4 (wave9, actor check and expansion). Texture limits in W8-L6 (HXE-01) point the same way"
DG-339,Whether mixed-protein meat products carry a label penalty,Part III ch14.4: mixed-protein products from the largest processors sell at mass scale without a label penalty [BUY-05],2019: starch extension of market giò cost sellers customers and was called dishonest [TRU-03],"Both hold: the penalty falls on hidden cost-cutting in artisan channels, not on listed soy in branded lines",working-papers/wave9/lines/L1-fillers-trust/L1-fillers-trust.md,"Version 0.4 (wave9, actor check and expansion). Different channels and disclosure"
DG-340,"Do upland border-commune and boarding lunches lack animal food, creating a zinc gap?",W8-L4: border-commune lunches can afford protein but need zinc; a lunch with little animal protein doubles the zinc a kitchen must serve; TPP-11 targets Decree 339 kitchens [APR-09; APR-04],This line: 0 of 124 upland lunches were animal-free; Decree 339 lunches at one border school bought 107 to 179 g of raw pork a pupil; weighed boarding diets in Yen Bai met zinc at 131 to 157% [UPL-04; UPL-01 to UPL-17; UPL-18],"Where menus are published, lunch zinc is met; the gap W8-L4 describes applies only to a dish that removes all meat, which kitchens do not serve. Keep W8-L4's zinc bands as the rule for any such product.",working-papers/wave9/lines/L2-upland-canteen-plates/L2-upland-canteen-plates.md,"Version 0.4 (wave9, actor check and expansion). Publication bias and plans versus plates are the main caveats; the under-five zinc deficiency (53.3%, 2020) is a different population"
DG-341,How much animal protein do poor upland children get?,Part III ch11.2: too little high-quality protein at very low cost in poor upland districts; stunting above 30% in the worst provinces [DIE-01; DIE-03],Boarding school plates are meat-heavy: pork led 74% of lunches and dinners in 13 schools [UPL-01 to UPL-17],"Both can hold: ch11.2 concerns under-fives and home diets, which this line does not measure; boarders eat most weekday meals at school",working-papers/wave9/lines/L2-upland-canteen-plates/L2-upland-canteen-plates.md,"Version 0.4 (wave9, actor check and expansion). Boarders are a subset of upland children; day pupils and preschool children are not covered"
DG-342,Animals spared per canteen meal replaced,"W7-L3: about 0.020 at the national dish mix; about 1,090 animals per tonne of protein [FUF-03]","Observed caterer menus: 0.015 (0.010 to 0.029); about 745 animals per tonne, because pork and beef take more and poultry less of the meat-led dishes [UPL-27 to UPL-32]",Give both as a range; sample menus are marketing and mostly southern,working-papers/wave9/lines/L2-upland-canteen-plates/L2-upland-canteen-plates.md,"Version 0.4 (wave9, actor check and expansion). Neither counts fish, which leads 26% of canteen protein dishes"
DG-343,Are upland meals thin or rich?,"Press and charity reports: rations cut at Hoang Thu Pho 1 (2022 to 2023); menus had two dishes before a VND 10,000 top-up; pupils skipped breakfast [UPL-24; UPL-25]",Published menus and cost sheets: two main dishes and meat at almost every lunch and dinner [UPL-01 to UPL-17],"Both: published menus describe the better-run schools and the plan; press describes failures and pre-2025 budgets. The Decree 66 increase (VND 936,000 a month) predates all coded weeks.",working-papers/wave9/lines/L2-upland-canteen-plates/L2-upland-canteen-plates.md,"Version 0.4 (wave9, actor check and expansion). Not averaged"
DG-344,Which product is TPP-11?,W8-L4: zinc-fortified soy protein dish base for public meals,W8-L2: functional microbial feed ingredient for shrimp and pangasius,Renumber one of them when the package is edited; this line refers to W8-L4's profile,working-papers/wave9/lines/L2-upland-canteen-plates/L2-upland-canteen-plates.md,"Version 0.4 (wave9, actor check and expansion). ID clash between two wave 8 lines"
DG-345,Scale of plant milk against dairy milk,Kitchens: plant milks about 4.1% of milk litres on Kamereo; top plant SKU about 3% of the top dairy SKU (ECR-06),Consumer marketplaces: top plant SKU 60% (Lazada) and 79% (Tiki) of the top dairy SKU by litres (MKT-03; MKT-05),Both stand: different buyers. Households buy domestic nut and soy milks near dairy scale; cafes and restaurants buy dairy and a little imported oat,working-papers/wave9/lines/L3-marketplace-browser/L3-marketplace-browser.md,"Version 0.4 (wave9, actor check and expansion). Top-SKU ratios only; neither is a market share"
DG-346,Plant against whey protein powder,Plant powders are 2 of 25 powders and 1.7% of counters at WheyShop (ECR-08),"On Lazada, 7 plant powder listings show 7,294 sales against 5,455 for 6 whey listings; the top plant listing is Vietnamese-made (MKT-03)",Both stand; neither is representative. WheyShop counters are shop-set; Lazada rows are built from targeted queries,working-papers/wave9/lines/L3-marketplace-browser/L3-marketplace-browser.md,"Version 0.4 (wave9, actor check and expansion). Plant powder is a real online niche, but these data cannot size it"
DG-347,Which soy milk brand leads online,"Tiki: Vinasoy Fami leads (27,855 cases for one SKU; Vinamilk soy milks at most 558) (MKT-05)","Lazada: Vinamilk leads (14,800 cases of walnut soy milk; Vinasoy Store at most 1,600) (MKT-03)",Both stand: platform-specific distribution; Metric's Shopee data (ECR-01) give Vinamilk 53.6% of liquid milk,working-papers/wave9/lines/L3-marketplace-browser/L3-marketplace-browser.md,"Version 0.4 (wave9, actor check and expansion). Do not read either platform as a brand share"
DG-348,Whether e-commerce is only an incumbents' channel,"Wave 8: official brand stores take 84.7% of liquid-milk sales on Shopee, so e-commerce is an incumbents' channel, not a cheap launch route for a new brand (ECR-01; W8-L5)","On Lazada, 99% of dry chay piece sales and 81% of frozen and chilled chay sales in our rows go through small specialist shops without official badges (MKT-03)",Both stand: incumbents' channel for milks and processed meat; small-maker channel for chay dry goods,working-papers/wave9/lines/L3-marketplace-browser/L3-marketplace-browser.md,"Version 0.4 (wave9, actor check and expansion). Share figures are our calculation on the rows read"
DG-349,Whether more than 10% imported textured soy breaks EU and UK origin for chay food preparations,Wave 8 L3 (reading of XBA-30): more than 10% by weight of imported 2106 material makes a 2106.90 product non-originating,EVFTA Protocol 1 Article 5(3)(a) (ORG-01) and the identical UK text: the tolerance is 10% of the weight of the product or ex-works price; on a value basis imported textured soy up to about 32 to 46% of weight passes (our calculation),The text allows weight or value; we treat the weight limit as the conservative case and the value reading as likely but unconfirmed,working-papers/wave9/lines/L4-origin-recipes/L4-origin-recipes.md,"Version 0.4 (wave9, actor check and expansion). Needs a MOIT or EU binding origin view; no T1 conclusion depends on it because isolate and gluten meet the rule anyway"
DG-350,Whether the recipe condition binds for UK buyers,Wave 8 L3: UKVFTA caps imported flour in dumplings at 20% and blocks chay preparations with more than 10% imported textured soy,"UK Trade Tariff (ORG-03; ORG-04): Vietnamese goods can claim UK-CPTPP, which needs only a change of chapter for 1902 (0% duty) and a change of subheading for 2106.90 (1.6% in 2026)","For the UK the constraint is avoidable: at most a 1.6 point gap on chay preparations in 2026, none on dumplings",working-papers/wave9/lines/L4-origin-recipes/L4-origin-recipes.md,"Version 0.4 (wave9, actor check and expansion). Wave 8 noted the looser CPTPP rules but had not checked the CPTPP rates"
DG-351,Wheat flour share in the Marks and Spencer prawn gyoza,Open Food Facts estimated ingredient share: wheat flour about 8% (model estimate),Pack label: flour share not printed; tiger prawns 37% of the gyoza,We use only printed percentages; the estimate is not evidence,working-papers/wave9/lines/L4-origin-recipes/L4-origin-recipes.md,"Version 0.4 (wave9, actor check and expansion). Estimates in crowd-sourced records are computed, not declared"
DG-352,Unit value of Vietnamese stuffed pasta used to size the duty at stake,"Viet Nam-reported FOB, world, 2023: USD 4.27 per kg (XBA-29, our calculation)","Partner-reported CIF, 2025: EU27 USD 5.87, Japan 6.09, Korea 7.25, UK 8.44 per kg (XBA-28, our calculation)",Give the range; not averaged,working-papers/wave9/lines/L4-origin-recipes/L4-origin-recipes.md,"Version 0.4 (wave9, actor check and expansion). Different years, valuation bases and market mixes (shrimp content likely raises CIF values)"
