sku_id,date,city,store,channel_type,product_name,brand_raw,brand,origin_raw,category_raw,format_raw,product_type,as_sold_form,formulation_archetype,primary_protein_source,secondary_protein_sources,non_vegan_flag,key_ingredients,protein_g_per_100,protein_unit,protein_value_basis,energy_kcal_per_100,fat_g_per_100,carbs_g_per_100,sodium_mg_per_100,price_vnd,pack_size,pack_unit,price_per_100g_vnd,price_per_100g_protein_vnd,price_confidence,conv_equiv_price_per_100g_vnd,chay_vs_conv_price_diff_pct,likely_imported_protein_ingredient,brand_owner,ownership_country,manufacturer,plant_location,product_group,data_confidence,source_ids,evidence_label,confidence,notes,field_notes_original
P109,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Bánh Cuốn Chay,Coop Select,Co.op Select,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Vegetarian rice rolls,dumpling/spring roll/bun with vegetable filling,ready-to-cook,A1,edamame/green pea (minor),none (starch wrapper),,"Starch wrapper; cabbage, shiitake, yam bean, carrot, king oyster mushroom, corn, bamboo shoot, edamame, peas and coriander",2.0,per 100 g,field log (label or collector OSINT),115.0,,23.4,782.0,32000.0,290.0,g,11034.0,551724.0,"Medium (online reference, not shelf)",,,N,"Saigon Co.op (Liên hiệp HTX Thương mại TP.HCM), cooperative",Vietnam,GN Foods JSC (Công ty CP Thực phẩm GN) for the noodle-gyoza meal (label); other SKUs not disclosed,GN Foods: Tây Ninh province (label; whether former Long An or former Tây Ninh not stated),CS-banhcuon,High,FORM-01; FORM-29,[VN-direct],High,,Package and full ingredient panel clear in IMG_1006–1008. online reference price (not store-observed); accessed 2026-09-21: https://cooponline.vn/banh-cuon-chay-co-op-select-290g--s251008279. Ingredients/nutrition supplemented from exact-product online source; accessed 2026-09-21: https://cooponline.vn/banh-cuon-chay-co-op-select-290g--s251008279.
P110,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Hoành Thánh Chay,Top.V / Agrex Saigon,Top.V (Agrex Saigon),Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Vegetarian wonton,dumpling/spring roll/bun with vegetable filling,ready-to-cook,A2,"wheat flour (wonton wrapper, inferred)",unknown,,Ingredient panel not visible,5.37,per 100 g,field log (label or collector OSINT),133.0,1.5,24.5,485.0,,800.0,g,,,High,,,Y,Agrex Saigon,Vietnam,Not verified,Not verified,TOPV-hoanhthanh,Low,FORM-01,[VN-direct],Low,Ingredient panel not visible; wonton wrappers are wheat-based and often contain egg (unverified).,Front label and nutrition statement visible in IMG_1009–1011.
P111,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Chả Giò Bắp,Coop Select,Co.op Select,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Corn-filled spring rolls,dumpling/spring roll/bun with vegetable filling,ready-to-cook,A1,none (corn and vegetables),wrapper,,Corn and vegetable filling in spring-roll pastry,4.6,per 100 g,field log (label or collector OSINT),153.0,13.0,30.6,295.0,43000.0,500.0,g,8600.0,186957.0,"Medium (online reference, not shelf)",,,N,"Saigon Co.op (Liên hiệp HTX Thương mại TP.HCM), cooperative",Vietnam,GN Foods JSC (Công ty CP Thực phẩm GN) for the noodle-gyoza meal (label); other SKUs not disclosed,GN Foods: Tây Ninh province (label; whether former Long An or former Tây Ninh not stated),CS-chagio-bap,High,FORM-01,[VN-direct],High,,Front and nutrition panel visible in IMG_1012–1013. online reference price (not store-observed); accessed 2026-09-21: https://cooponline.vn/c/thuc-pham-tru-mat-hnr.
P112,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Chả Giò Khoai Mỡ,Coop Select,Co.op Select,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Purple-yam spring rolls,dumpling/spring roll/bun with vegetable filling,ready-to-cook,A1,mung bean,wheat-based crispy wrapper (bánh tráng xốp bò bía),,"Purple yam (36%), pastry (30%), sweet potato, carrot, green bean, wood-ear mushroom",5.7,per 100 g,field log (label or collector OSINT),160.0,0.5,33.2,369.0,39900.0,450.0,g,8867.0,155556.0,"Medium (online reference, not shelf)",,,partial,"Saigon Co.op (Liên hiệp HTX Thương mại TP.HCM), cooperative",Vietnam,GN Foods JSC (Công ty CP Thực phẩm GN) for the noodle-gyoza meal (label); other SKUs not disclosed,GN Foods: Tây Ninh province (label; whether former Long An or former Tây Ninh not stated),CS-chagio-khoaimo,High,FORM-01; FORM-30,[VN-direct],High,,Front/back and nutrition panel in IMG_1015–1017. online reference price (not store-observed); accessed 2026-09-21: https://cooponline.vn/cha-gio-khoai-mo-coop-select-450g--s250102526.
P113,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Chả Giò Chay,Coop Select,Co.op Select,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Vegetarian spring rolls,dumpling/spring roll/bun with vegetable filling,ready-to-cook,A1,mung bean,corn,,"Rice paper; yam bean 16%, carrot 14%, corn, mung bean, sweet potato, taro, wood-ear mushroom, glass noodles, onion, corn starch, sugar, soybean oil, flavour enhancer E621, salt and pepper",3.1,per 100 g,field log (label or collector OSINT),129.0,1.3,26.0,591.0,45700.0,400.0,g,11425.0,368548.0,"Medium (online reference, not shelf)",,,N,"Saigon Co.op (Liên hiệp HTX Thương mại TP.HCM), cooperative",Vietnam,GN Foods JSC (Công ty CP Thực phẩm GN) for the noodle-gyoza meal (label); other SKUs not disclosed,GN Foods: Tây Ninh province (label; whether former Long An or former Tây Ninh not stated),CS-chagio,High,FORM-01,[VN-direct],High,,Front/back and nutrition panel in IMG_1018–1019. online reference price (not store-observed); accessed 2026-09-21: https://cooponline.vn/c/thuc-pham-tru-mat-hnr. Ingredients/nutrition supplemented from exact-product online source; accessed 2026-09-21: https://cooponline.vn/products/cha-gio-chay-coop-select-400g/.
P114,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Samosa Rau Củ,Saky Foods,Saky Foods,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Vegetable samosa,dumpling/spring roll/bun with vegetable filling,ready-to-cook,A1,wheat flour (pastry),none,,"Wheat pastry, cabbage, carrot, potato, chili, coriander, sesame oil and seasonings",,per 100 g,field log (label or collector OSINT),156.0,,,,,300.0,g,,,High,,,Y,Not verified,Vietnam (per log),Not verified,Not verified,SAKY-samosa,High,FORM-01,[VN-direct],High,Protein not legible.,Front and ingredient panel clear in IMG_1020.
P115,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Chả Giò Xốp Chay,Cholimex,Cholimex,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Crispy vegetarian spring rolls,dumpling/spring roll/bun with vegetable filling,ready-to-cook,A1,wheat flour (puffy wrapper 40%),"TVP (""sườn non chay""); mung bean",,"Puffy wheat wrapper 40%; yam bean, sweet potato, taro, purple cabbage, shiitake, wood-ear mushroom, vegan ribs, leek, glass noodles, mung bean, sugar, soybean oil, soy sauce, sesame oil, salt, pepper and flavour enhancer E621",,per 100 g,field log (label or collector OSINT),178.0,,,,41000.0,500.0,g,8200.0,,"Medium (online reference, not shelf)",,,Y,Cholimex Food JSC (Công ty CP Thực phẩm Cholimex),Vietnam (foreign minority shareholding not verified),Cholimex Food JSC,"Ho Chi Minh City, Vĩnh Lộc Industrial Park, Vĩnh Lộc commune (former Bình Chánh district)",CLM-chagio-xop,High,FORM-01; FORM-27; FORM-02; FORM-03; FORM-05; FORM-07,[VN-direct],High,,Package and ingredient panel in IMG_1021–1022. promotional online flyer price; accessed 2026-09-21: https://coopxtra.net/asset/uploads/2026/02/CNMS-TRANG-LE_compressed.pdf. Ingredients/nutrition supplemented from exact-product online source; accessed 2026-09-21: https://cholimexfood.com.vn/wp-content/uploads/2020/20200424_TuCongBo/2020_04_24_51Cholimexfood2020.pdf.
P116,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Chả Giò Chay,Vissan,Vissan,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Vegetarian spring rolls,dumpling/spring roll/bun with vegetable filling,ready-to-cook,A1,mung bean,tofu skin; soy protein,,"Rice wrapper, taro, yam bean, carrot, beans, tofu skin, mushrooms and soy protein",4.26,per 100 g,field log (label or collector OSINT),154.0,1.5,30.8,363.4,45500.0,500.0,g,9100.0,213615.0,"Medium (online reference, not shelf)",,,partial,"Vissan JSC (Công ty CP Việt Nam Kỹ Nghệ Súc Sản); state-linked (major shareholding by Saigon Trading Group, SATRA, not verified this wave)",Vietnam,Vissan,"Ho Chi Minh City, 420 Nơ Trang Long (former Bình Thạnh district); other plants not verified",VIS-chagio,High,FORM-01; FORM-25; FORM-02; FORM-03; FORM-05; FORM-07,[VN-direct],High,,Front/back and nutrition panel in IMG_1023–1024. online reference price (not store-observed); accessed 2026-09-21: https://vissanmart.com/cha-gio-chay-500g.html.
P117,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Chả Giò Bánh Rế Chay Đặc Biệt,Cầu Tre,Cầu Tre (CJ Foods Vietnam),Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Net-wrapped vegetarian spring rolls,dumpling/spring roll/bun with vegetable filling,ready-to-cook,A1,mung bean,rice and some wheat flour (wrapper),,"Net rice wrapper 31% (refined rice flour, water, tapioca starch, palm oil, sugar, wheat flour, salt, emulsifier E322i); yam bean, sweet potato, mung bean, taro, wood-ear mushroom, sugar, flavour enhancer E621, palm oil, mushroom vegan oyster sauce, pepper and salt",3.36,per 100 g,field log (label or collector OSINT),172.0,2.07,33.6,,62000.0,500.0,g,12400.0,369048.0,"Medium (online reference, not shelf)",,,N,"CJ CheilJedang (South Korea) via CJ Foods Vietnam Co., Ltd",South Korea,"CJ Foods Vietnam Co., Ltd","HQ CJ Building, 2 Bis 4-6 Lê Thánh Tôn, Ho Chi Minh City; plant claimed at Kizuna IP, Tây Ninh (former Long An) by collector OSINT, not verified",CT-chagio-re-db,High,FORM-01; FORM-22,[VN-direct],High,,Front/back package in IMG_1025–1028. online reference price (not store-observed); accessed 2026-09-21: https://aeoneshop.com/products/search/c%E1%BA%A7u%20tre. Ingredients/nutrition supplemented from exact-product online source; accessed 2026-09-21: https://cjfoods.com.vn/product/cha-gio-banh-re-chay-dac-biet/.
P118,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Chả Giò Da Xốp Chay,Cầu Tre,Cầu Tre (CJ Foods Vietnam),Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Crispy vegetarian spring rolls,dumpling/spring roll/bun with vegetable filling,ready-to-cook,A1,soy protein/TVP,wheat flour (pastry 31%); mung bean,,"Crispy wrapper, yam bean, sweet potato, taro, mushrooms and seasonings",4.59,per 100 g,field log (label or collector OSINT),170.0,,,,44200.0,400.0,g,11050.0,240741.0,"Medium (online reference, not shelf)",,,Y,"CJ CheilJedang (South Korea) via CJ Foods Vietnam Co., Ltd",South Korea,"CJ Foods Vietnam Co., Ltd","HQ CJ Building, 2 Bis 4-6 Lê Thánh Tôn, Ho Chi Minh City; plant claimed at Kizuna IP, Tây Ninh (former Long An) by collector OSINT, not verified",CT-daxop,High,FORM-01; FORM-02; FORM-03; FORM-05; FORM-07,[VN-direct],High,Full ingredients from P042 (same product).,Front/back package in IMG_1029–1031. online reference price (not store-observed); accessed 2026-09-21: https://cooponline.vn/cha-gio-da-xop-chay-cau-tre-400g--s250102099.
P119,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Chả Giò Bánh Tráng Chay,Cầu Tre,Cầu Tre (CJ Foods Vietnam),Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Rice-paper vegetarian spring rolls,dumpling/spring roll/bun with vegetable filling,ready-to-cook,A1,mung bean,tofu skin,,"Rice paper, yam bean, taro, mung bean, wood-ear mushroom, tofu skin, shiitake, glass noodles, pepper and flavour enhancer E621",4.39,per 100 g,field log (label or collector OSINT),149.0,0.9,29.5,508.0,48900.0,500.0,g,9780.0,222779.0,"Medium (online reference, not shelf)",,,partial,"CJ CheilJedang (South Korea) via CJ Foods Vietnam Co., Ltd",South Korea,"CJ Foods Vietnam Co., Ltd","HQ CJ Building, 2 Bis 4-6 Lê Thánh Tôn, Ho Chi Minh City; plant claimed at Kizuna IP, Tây Ninh (former Long An) by collector OSINT, not verified",CT-chagio-std,High,FORM-01,[VN-direct],High,,Front/back and nutrition panel in IMG_1032–1033. online reference price (not store-observed); accessed 2026-09-21: https://www.lottemart.vn/vi-tbh/product/c-gio-chay-cau-tre-500g-8934717262012-p5069. Ingredients/nutrition supplemented from exact-product online source; accessed 2026-09-21: https://www.lottemart.vn/vi-tbh/product/c-gio-chay-cau-tre-500g-8934717262012-p5069.
P120,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Cơm Nấm Hàn Quốc Rong Biển Gimjaban,bibigo,bibigo (CJ Foods Vietnam),Vietnam (local),Plant-based (modern/branded),Plant-based frozen rice meal,ready meal,ready-to-eat,A15,none (rice),mushroom; seaweed,,"Rice, mushrooms, seaweed and seasonings",4.2,per 100 g,field log (label or collector OSINT),214.0,4.8,38.3,493.0,64400.0,400.0,g,16100.0,383333.0,"Medium (online reference, not shelf)",,,N,CJ CheilJedang (South Korea),South Korea,"CJ Foods Vietnam Co., Ltd","Made in Vietnam (collector OSINT names Kizuna IP, Tây Ninh (former Long An); not verified)",BIB-comnam,High,FORM-01,[VN-direct],High,,Front/back and nutrition panel in IMG_1034–1035. online reference price (not store-observed); accessed 2026-09-21: https://emartmall.com.vn/index.php?path=38&product_id=112722&route=product%2Fproduct.
P121,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Bánh Bao Chay Mè Đen,MANI,MANI,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Vegetarian black-sesame bun,dumpling/spring roll/bun with vegetable filling,ready-to-cook,A2,wheat flour (bun),tofu skin; peas; black sesame,,"Wheat flour, yam bean, carrot, taro, peas, tofu skin, mushrooms, black sesame (5%)",6.3,per 100 g,field log (label or collector OSINT),223.0,2.8,36.6,241.0,,500.0,g,,,High,,,Y,Not verified,Vietnam (per log),Not verified,Not verified,MANI-banhbao,High,FORM-01,[VN-direct],High,,Front/back and nutrition panel in IMG_1036.
P122,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Sữa Chua Thực Vật Yến Mạch Chanh Dây Xoài,Vinamilk,Vinamilk,Vietnam (local),Plant-based (modern/branded),Plant-based yoghurt,plant yogurt/creamer,ready-to-eat,A11,oat,pea protein,,Oat-based fermented product with passion fruit and mango,1.6,per 100 g,field log (label or collector OSINT),70.6,1.6,10.9,38.0,10000.0,400.0,g,2500.0,156250.0,Low (outlier),,,Y,Vietnam Dairy Products JSC (Vinamilk),Vietnam (state holding company SCIC is the largest shareholder; not verified this wave),Vinamilk,Multiple plants; not verified per SKU,VNM-yog-oat,High,FORM-01,[VN-direct],High,"Price 10,000 for 4 x 100 g is far below 38,800-41,000 elsewhere; treated as outlier (promotion or misread).",Four 100g cups; promotional shelf tag and label in IMG_1037–1040. Price corrected from the high-resolution crop of IMG_1037 (promotional tag for the 4 × 100g pack).
P123,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Sữa Chua Thực Vật 9 Loại Hạt,Vinamilk,Vinamilk,Vietnam (local),Plant-based (modern/branded),Plant-based yoghurt,plant yogurt/creamer,ready-to-eat,A11,pea protein,oat; peanut; almond; walnut; bean extracts,,Fermented nine-seed/nut plant base,1.9,per 100 g,field log (label or collector OSINT),80.0,2.5,10.5,31.0,41000.0,400.0,g,10250.0,539474.0,High,,,Y,Vietnam Dairy Products JSC (Vinamilk),Vietnam (state holding company SCIC is the largest shareholder; not verified this wave),Vinamilk,Multiple plants; not verified per SKU,VNM-yog-9hat,High,FORM-01,[VN-direct],High,,Four 100g cups; shelf tag and label in IMG_1037 and IMG_1041–1043. Price corrected from the high-resolution crop of IMG_1037 (tag for the 4 × 100g pack).
P124,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Sữa Hạt Óc Chó,Vinasoy,Fami / Vinasoy,Vietnam (local),Plant-based (modern/branded),Plant milk,plant milk,beverage,A7,soybean,walnut,,Soy base with walnut,1.3,per 100 ml,field log (label or collector OSINT),67.9,2.47,,,,190.0,ml,,,High,,,Y,"Quang Ngai Sugar JSC (QNS), Vinasoy soy milk unit",Vietnam,Vinasoy (QNS),Quảng Ngãi (Vinasoy factory); other plants not verified this wave,VSOY-walnut,High,FORM-01; FORM-09,[VN-direct],High,Price missing.,Carton and nutrition panel in IMG_1046–1047; price appeared to apply to a multipack.
P125,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Fami Green Soy,Fami / Vinasoy,Fami / Vinasoy,Vietnam (local),Plant-based (modern/branded),Plant milk,plant milk,beverage,A7,soybean (96.2% ground whole-soy beverage),,,"Ground whole-soybean beverage 96.2% (water, soybeans), sugar 3.5%, stabilizers E471/E407/E500(ii), nature-identical flavour and salt",2.5,per 100 ml,field log (label or collector OSINT),43.0,1.4,4.1,33.0,,200.0,ml,,,High,,,Y,"Quang Ngai Sugar JSC (QNS), Vinasoy soy milk unit",Vietnam,Vinasoy (QNS),Quảng Ngãi (Vinasoy factory); other plants not verified this wave,FAMI-greensoy,High,FORM-01; FORM-09,[VN-direct],High,,Carton and nutrition panel in IMG_1049–1050; shelf price unit was unclear. Ingredients/nutrition supplemented from exact-product online source; accessed 2026-09-21: https://vinasoy.com/nhan-hieu/sua-dau-nanh-fami-green-soy/uploads/product/2025_02/tcb-29-sdn-fami-green-soy-rat-it-duong.pdf. Ingredients/nutrition supplemented from exact-product OSINT; accessed 2026-09-22: https://vinasoy.com/nhan-hieu/sua-dau-nanh-fami-green-soy/uploads/product/2025_02/tcb-29-sdn-fami-green-soy-rat-it-duong.pdf.
P126,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Fami Canxi Ít Đường,Fami / Vinasoy,Fami / Vinasoy,Vietnam (local),Plant-based (modern/branded),Plant milk,plant milk,beverage,A7,soybean (extract 50%),,,"Soy extract 50%, water, sugar 5.8%, calcium 0.18% (tricalcium phosphate and algae-derived calcium), stabilizers E471/E418/E407/E500(ii), soybean oil, natural-identical flavour, vitamins A/D3/B6/B9/B12, magnesium, zinc and salt",2.5,per 100 ml,field log (label or collector OSINT),50.0,1.4,6.7,25.0,4583.0,200.0,ml,2292.0,91660.0,"Medium (online reference, not shelf)",,,Y,"Quang Ngai Sugar JSC (QNS), Vinasoy soy milk unit",Vietnam,Vinasoy (QNS),Quảng Ngãi (Vinasoy factory); other plants not verified this wave,FAMI-canxi-id,High,FORM-01; FORM-09,[VN-direct],High,Unit price derived from 36-pack online price.,"Carton and nutrition panel in IMG_1051–1052; shelf price unit was unclear. unit price derived from 165,000 VND / 36 × 200ml; accessed 2026-09-21: https://cooponline.vn/sua-dau-nanh-fami-canxi-it-duong-36-x-200ml--s250102640. Ingredients/nutrition supplemented from exact-product online source; accessed 2026-09-21: https://qns.com.vn/upload/product/1-tcb-13ns-sdn-fami-canxi-it-duong-1750930564.pdf."
P127,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Sữa Hạt Cao Đạm Không Đường,Vinamilk,Vinamilk,Vietnam (local),Plant-based (modern/branded),Plant milk,plant milk,beverage,A8,pea protein,peanut; almond; walnut; bean extracts,,"Plant beverage 98.6% (water, pea protein, vegetable oil, ground peanut, ground almond, walnut extract, black-bean extract, mung-bean extract and white-bean extract), inulin, emulsifiers E471/E460(i)/E466, flavours, calcium carbonate, sodium selenite, vitamins and salt",5.0,per 100 ml,field log (label or collector OSINT),46.7,,,,14500.0,180.0,ml,8056.0,161111.0,"Medium (online reference, not shelf)",,,Y,Vietnam Dairy Products JSC (Vinamilk),Vietnam (state holding company SCIC is the largest shareholder; not verified this wave),Vinamilk,Multiple plants; not verified per SKU,VNM-caodam-kd,High,FORM-01,[VN-direct],High,Unit price derived from 4-pack online price.,"Carton and label in IMG_1053–1054; shelf price unit was unclear. unit price derived from 58,000 VND / 4 × 180ml; accessed 2026-09-21: https://aeoneshop.com/product/44345/vinamilk-loc-4-hop-sua-hat-cao-dam-khong-duong-180ml. Ingredients/nutrition supplemented from exact-product online source; accessed 2026-09-21: https://danavimart.vn/products/sua-hat-cao-dam-vnm-180ml. Ingredients/nutrition supplemented from exact-product OSINT; Exact no-sugar variant energy; secondary label transcription. accessed 2026-09-22: https://reviewsua.com/sua-cao-dam-vinamilk/."
P128,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Đậu Hũ Trắng,Coop Select,Co.op Select,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",White tofu,tofu,ready-to-cook,A10,soybean (tofu),,,"Soybeans, water and coagulant",3.8,per 100 g,field log (label or collector OSINT),48.0,2.9,1.7,12.5,13800.0,300.0,g,4600.0,121053.0,High,,,Y,"Saigon Co.op (Liên hiệp HTX Thương mại TP.HCM), cooperative",Vietnam,GN Foods JSC (Công ty CP Thực phẩm GN) for the noodle-gyoza meal (label); other SKUs not disclosed,GN Foods: Tây Ninh province (label; whether former Long An or former Tây Ninh not stated),CS-tofu-300,High,FORM-01; FORM-09,[VN-direct],High,3.8 g protein is low for tofu (possibly a soft/high-water tofu).,Front label and nutrition panel in IMG_1057. Price verified from the high-resolution shelf-label crop of IMG_1056.
P129,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Đậu Hũ Momen,Ichiban,Ichiban,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Firm tofu,tofu,ready-to-cook,A10,soybean (tofu),,,Soy extract and coagulants,8.92,per 100 g,field log (label or collector OSINT),102.0,6.33,2.3,12.3,15700.0,330.0,g,4758.0,53336.0,High,,,Y,Not verified,Vietnam (per log),Not verified,Not verified,ICHI-momen,High,FORM-01; FORM-09,[VN-direct],High,,Price tag is visible behind the pack; nutrition in IMG_1059–1060.
P130,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Đậu Hũ Trắng,Coop Select,Co.op Select,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",White tofu,tofu,ready-to-cook,A10,soybean (tofu),,,"Soybeans, water and coagulant",9.3,per 100 g,field log (label or collector OSINT),109.0,7.5,1.1,32.0,10200.0,280.0,g,3643.0,39171.0,High,,,Y,"Saigon Co.op (Liên hiệp HTX Thương mại TP.HCM), cooperative",Vietnam,GN Foods JSC (Công ty CP Thực phẩm GN) for the noodle-gyoza meal (label); other SKUs not disclosed,GN Foods: Tây Ninh province (label; whether former Long An or former Tây Ninh not stated),CS-tofu-280,High,FORM-01; FORM-09,[VN-direct],High,,Front label and nutrition panel in IMG_1061. Price verified from the high-resolution shelf-label crop of IMG_1056.
P131,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Đậu Hũ Trắng,Tafu,Tafu,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",White tofu,tofu,ready-to-cook,A10,soybean (tofu),,,Soy extract and coagulants,4.71,per 100 g,field log (label or collector OSINT),53.0,2.54,2.83,4.36,10900.0,300.0,g,3633.0,77141.0,"Medium (online reference, not shelf)",,,Y,Not verified,Vietnam (per log),Not verified,Not verified,TAFU-tofu,High,FORM-01; FORM-09,[VN-direct],High,,Front/back label in IMG_1062–1063. online reference price (not store-observed); accessed 2026-09-21: https://cooponline.vn/c/do-chua-kim-chi-tau-hu.
P132,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Đậu Hũ Non,Coop Select,Co.op Select,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Silken tofu,tofu,ready-to-cook,A10,soybean (silken tofu),,,"Soybeans, water and coagulant",4.98,per 100 g,field log (label or collector OSINT),52.0,2.55,2.27,8.18,9900.0,300.0,g,3300.0,66265.0,High,,,Y,"Saigon Co.op (Liên hiệp HTX Thương mại TP.HCM), cooperative",Vietnam,GN Foods JSC (Công ty CP Thực phẩm GN) for the noodle-gyoza meal (label); other SKUs not disclosed,GN Foods: Tây Ninh province (label; whether former Long An or former Tây Ninh not stated),CS-tofu-non,High,FORM-01; FORM-09,[VN-direct],High,,Front/back label in IMG_1064–1065. Price verified from the high-resolution shelf-label crop of IMG_1056.
P133,2026-09-20,Ho Chi Minh City,GO! Nguyễn Kiệm,Modern Retail,Sữa Hạt Ít Đường Postbiotics,Veyo (Nutifood),Veyo (Vinasoy),Vietnam (local),Plant-based (modern/branded),Plant milk,plant milk,beverage,A9,nuts/seeds (unspecified),,,Mixed-nut plant beverage with postbiotics,1.1,per 100 ml,field log (label or collector OSINT),58.0,1.5,9.5,83.0,28600.0,180.0,ml,15889.0,1444444.0,Low,,,Y,Quang Ngai Sugar JSC (QNS),Vietnam,Vinasoy (QNS),Not verified,VEYO-postbiotic,High,FORM-01; FORM-33,[VN-direct],High,Log lists Veyo as Nutifood; Veyo is a QNS/Vinasoy brand (FORM-33). Price may be a multipack.,"Product close-up and adjacent 28,600đ tag in IMG_1075–1077; price may be for a multipack."
P134,2026-09-20,Ho Chi Minh City,GO! Nguyễn Kiệm,Modern Retail,Sữa Hạt Smart Yến Mạch - Óc Chó,Veyo / Vinasoy,Veyo (Vinasoy),Vietnam (local),Plant-based (modern/branded),Plant milk,plant milk,beverage,A9,oat,walnut,,Oat and walnut plant beverage,,per 100 ml,field log (label or collector OSINT),,,,,28600.0,180.0,ml,15889.0,,Low,,,Y,Quang Ngai Sugar JSC (QNS),Vietnam,Vinasoy (QNS),Not verified,VEYO-smart,High,FORM-01; FORM-33,[VN-direct],High,Price may be a multipack.,"Product close-up and adjacent 28,600đ tag in IMG_1078–1080; price may be for a multipack. Brand corrected from Nutifood to Veyo / Vinasoy using exact-product OSINT; accessed 2026-09-22: https://vinasoy.com/."
P135,2026-09-20,Ho Chi Minh City,GO! Nguyễn Kiệm,Modern Retail,Sữa Đậu Nành Chilled,Ichiban,Ichiban,Vietnam (local),Plant-based (modern/branded),Chilled soy milk,plant milk,beverage,A7,soybean,,,Soy beverage,,per 100 ml,field log (label or collector OSINT),,,,,37400.0,500.0,ml,7480.0,,High,,,Y,Not verified,Vietnam (per log),Not verified,Not verified,ICHI-soymilk,High,FORM-01; FORM-09,[VN-direct],High,,"500ml bottle and 37,400đ tag are visible in IMG_1084."
P136,2026-09-20,Ho Chi Minh City,GO! Nguyễn Kiệm,Modern Retail,Thịt Ủ Chân Nấm Chay,An Nhiên,An Nhiên,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Mushroom meat analog,frozen meat/seafood analog,ready-to-cook,A0,mushroom,plant protein (unspecified),,Mushrooms and plant-protein ingredients,,per 100 g,field log (label or collector OSINT),,,,,136000.0,500.0,g,27200.0,,High,,,partial,"Phạm Gia Phát Trading & Import-Export Co., Ltd (Công ty TNHH TM XNK Phạm Gia Phát), tax code 0312857463",Vietnam,Not disclosed on brand site; company is registered as a trading/import-export firm,"Head office Hiệp Thành ward, Ho Chi Minh City (former District 12); plant not disclosed",AN-thitu-nam,High,FORM-01; FORM-15,[VN-direct],High,Only product in audit built on mushroom; protein not recorded.,Front package visible in IMG_1100. Price verified from the high-resolution freezer overview crop of IMG_1099.
